nome,tot,male,female,is_male,is_female
NAZARENO,479,479,0,True,False
ROMANA,479,0,479,False,True
GIOACHINO,479,479,0,True,False
MANUELE,479,474,5,True,False
GUNTHER,478,478,0,True,False
ANTIOCO,478,478,0,True,False
PAMELA,478,0,478,False,True
EUGENIA,477,5,472,False,True
VERA,477,0,477,False,True
SERAFINA,476,0,476,False,True
OLIVO,476,476,0,True,False
MARIAGIUSEPPINA,472,0,472,False,True
CLEMENTINA,472,2,470,False,True
ROBERTINO,471,471,0,True,False
FAUSTA,470,0,470,False,True
ALDINO,468,468,0,True,False
CESARINA,468,0,468,False,True
LISA,468,0,468,False,True
FLORIAN,466,466,0,True,False
CLELIA,465,4,461,False,True
RAFFAELA,464,4,460,False,True
AUGUSTA,463,4,459,False,True
ILIO,463,463,0,True,False
NELLA,461,0,461,False,True
PIEROLUIGI,459,459,0,True,False
DOMENICANTONIO,458,458,0,True,False
ANGIOLO,458,458,0,True,False
NICODEMO,457,457,0,True,False
RINA,455,5,450,False,True
RUGGIERO,453,453,0,True,False
ALFIERO,452,452,0,True,False
RACHELE,450,24,426,False,True
FIORENTINO,449,449,0,True,False
LELIO,448,448,0,True,False
GEMMA,447,5,442,False,True
GLAUCO,446,446,0,True,False
ONORIO,443,443,0,True,False
MARIAANTONIA,443,8,435,False,True
VINCENZINA,443,1,442,False,True
MARIALUIGIA,443,0,443,False,True
FERMO,442,442,0,True,False
GIANANDREA,442,442,0,True,False
AMELIO,440,440,0,True,False
DANILA,439,0,439,False,True
ADELINO,439,439,0,True,False
DEBORAH,439,0,439,False,True
CHIAFFREDO,438,438,0,True,False
NUNZIATO,438,438,0,True,False
QUINTINO,436,436,0,True,False
PIETROANGELO,434,434,0,True,False
ABELE,434,434,0,True,False
SIEGFRIED,433,433,0,True,False
FABRIZIA,433,5,428,False,True
MARIASTELLA,433,0,433,False,True
GINA,432,0,432,False,True
ALBERICO,431,431,0,True,False
CESIDIO,430,430,0,True,False
ARNOLD,430,430,0,True,False
GIOVANNIFRANCO,430,425,5,True,False
GOTTFRIED,430,430,0,True,False
MICAELA,429,10,419,False,True
PACIFICO,428,428,0,True,False
AMELIA,428,0,428,False,True
VANIA,425,0,425,False,True
LIA,424,0,424,False,True
ALAN,421,421,0,True,False
AGATINO,417,417,0,True,False
PATRICK,417,417,0,True,False
GESUALDO,417,417,0,True,False
URBANO,417,417,0,True,False
FIORAVANTE,417,417,0,True,False
MIRANDA,416,5,411,False,True
FRANCESCOMARIO,414,414,0,True,False
ERNST,414,414,0,True,False
NERIO,413,413,0,True,False
STELLA,411,0,411,False,True
ANTONIODOMENICO,410,410,0,True,False
GIANFILIPPO,410,410,0,True,False
CHRISTOPH,409,409,0,True,False
TINDARO,409,409,0,True,False
FABIANA,409,5,404,False,True
MASSIMINO,408,408,0,True,False
DELIA,407,0,407,False,True
PIA,407,0,407,False,True
EDDA,405,8,397,False,True
GIACOMINA,405,0,405,False,True
EMILIANA,405,0,405,False,True
ENZA,404,10,394,False,True
BENIGNO,402,402,0,True,False
ERWIN,401,401,0,True,False
DARIA,400,5,395,False,True
NICO,400,400,0,True,False
FLORIANA,397,5,392,False,True
HANS,396,396,0,True,False
CELESTINA,396,2,394,False,True
ROSITA,396,0,396,False,True
REINHARD,395,395,0,True,False
LIDIO,395,395,0,True,False
EUSEBIO,394,394,0,True,False
IGINIO,393,393,0,True,False
VANESSA,392,0,392,False,True
ALBERTINO,391,391,0,True,False
NICOLINA,389,5,384,False,True
FLAMINIO,389,389,0,True,False
GIUSEPPEMARIA,388,387,1,True,False
ERMANO,387,382,5,True,False
DORINO,387,387,0,True,False
PIERGIACOMO,387,387,0,True,False
BONAVENTURA,386,386,0,True,False
RAUL,386,386,0,True,False
MELCHIORRE,385,381,4,True,False
LUIGIMARIO,384,384,0,True,False
STANISLAO,384,384,0,True,False
MANFREDO,383,383,0,True,False
MARIAANNA,382,0,382,False,True
GIO,382,382,0,True,False
GIOBATTA,382,382,0,True,False
CONO,382,382,0,True,False
BALDASSARE,381,376,5,True,False
ALEXANDER,381,381,0,True,False
OMBRETTA,379,3,376,False,True
GALDINO,379,379,0,True,False
FURIO,379,379,0,True,False
ANTONIOFRANCESCO,378,378,0,True,False
OTTAVIANO,378,378,0,True,False
ANGELOGIUSEPPE,377,377,0,True,False
SOFIA,377,0,377,False,True
DESIDERIO,376,376,0,True,False
SEBASTIAN,376,376,0,True,False
OTHMAR,375,375,0,True,False
BACHISIO,372,372,0,True,False
LIANA,372,5,367,False,True
NICANDRO,369,369,0,True,False
AMLETO,369,369,0,True,False
MOSE',368,368,0,True,False
ROCCOANTONIO,368,368,0,True,False
NATALINA,368,5,363,False,True
ELIANO,368,368,0,True,False
EDO,368,368,0,True,False
GIUSEPPEFRANCESCO,368,368,0,True,False
PLINIO,366,366,0,True,False
SANTA,365,5,360,False,True
GIOVANNAMARIA,364,5,359,False,True
SALVATOREANGELO,364,364,0,True,False
BENEDETTA,364,5,359,False,True
NUNZIA,363,5,358,False,True
GIUSEPPEDOMENICO,363,363,0,True,False
ALVISE,363,360,3,True,False
VIGILIO,360,360,0,True,False
PIETROGIUSEPPE,360,360,0,True,False
PANTALEONE,359,359,0,True,False
JESSICA,358,4,354,False,True
MONIKA,358,0,358,False,True
SANDRINO,358,358,0,True,False
NIVES,352,2,350,False,True
ILENIA,352,1,351,False,True
DELFINO,351,351,0,True,False
FIORELLO,351,351,0,True,False
ALMA,350,5,345,False,True
GIANFRANCA,350,0,350,False,True
KURT,350,350,0,True,False
NICOLAANTONIO,349,349,0,True,False
EVASIO,348,348,0,True,False
GIUSEPPEGIOVANNI,348,348,0,True,False
LAZZARO,346,346,0,True,False
AMATO,344,344,0,True,False
WILMA,342,5,337,False,True
BERNHARD,342,342,0,True,False
DIMITRI,342,342,0,True,False
ELSO,341,341,0,True,False
GIANANGELO,341,341,0,True,False
DORIANA,340,0,340,False,True
PIETROGIOVANNI,340,340,0,True,False
ANGELANTONIO,339,339,0,True,False
GIULIOCESARE,338,338,0,True,False
PINA,338,4,334,False,True
GIOVANNIDOMENICO,337,337,0,True,False
LORIANO,337,337,0,True,False
FLORIO,337,337,0,True,False
JURI,337,337,0,True,False
VINCENZOANTONIO,336,336,0,True,False
INNOCENTE,336,336,0,True,False
MARIACATERINA,335,0,335,False,True
TINO,334,334,0,True,False
ADOLF,334,334,0,True,False
MILVA,334,0,334,False,True
NATALIA,333,4,329,False,True
RANIERO,333,333,0,True,False
ALBERTA,332,0,332,False,True
TATIANA,332,0,332,False,True
LAURETTA,332,5,327,False,True
NICOLO,332,332,0,True,False
CORRADINO,331,331,0,True,False
MAGDA,330,0,330,False,True
LUIGIGIUSEPPE,330,330,0,True,False
FIORINO,328,328,0,True,False
VITTORIANO,326,326,0,True,False
HELMUTH,326,326,0,True,False
WANDA,326,0,326,False,True
WILHELM,324,324,0,True,False
MARIALETIZIA,323,0,323,False,True
DENISE,323,7,316,False,True
COSTANZA,323,0,323,False,True
ELMAR,322,322,0,True,False
ALFEO,318,318,0,True,False
MARIOANGELO,318,318,0,True,False
NILO,317,317,0,True,False
FELICIANO,317,317,0,True,False
GIOVANNIANDREA,316,316,0,True,False
BORIS,316,316,0,True,False
SEVERO,316,316,0,True,False
IPPAZIO,314,314,0,True,False
PIETRINO,314,314,0,True,False
ILEANA,313,9,304,False,True
SILVINO,313,313,0,True,False
LIVIANA,312,0,312,False,True
RENZA,312,0,312,False,True
OTTO,312,312,0,True,False
GIUDITTA,312,0,312,False,True
SETTIMO,311,311,0,True,False
MOIRA,311,0,311,False,True
GIUSEPPESALVATORE,311,311,0,True,False
CIPRIANO,311,311,0,True,False
PIETROCARLO,310,310,0,True,False
PALMINO,309,309,0,True,False
SIRIO,309,309,0,True,False
EPIFANIO,309,309,0,True,False
FERNANDOANTONIO,309,309,0,True,False
SAMANTHA,307,0,307,False,True
GIANFRANCESCO,307,307,0,True,False
ZENO,306,306,0,True,False
PINUCCIO,306,306,0,True,False
MANOLO,305,305,0,True,False
EGISTO,305,305,0,True,False
BONIFACIO,304,304,0,True,False
STELIO,303,303,0,True,False
MARIUCCIA,302,0,302,False,True
ANGELICA,302,0,302,False,True
PAOLOGIUSEPPE,301,301,0,True,False
MARZIANO,300,300,0,True,False
GENNARINO,299,299,0,True,False
RUDY,299,299,0,True,False
GIOVANNIANGELO,298,298,0,True,False
MARCOANTONIO,298,298,0,True,False
DELFINA,298,0,298,False,True
GIANVITTORIO,298,298,0,True,False
ALBERTINA,297,0,297,False,True
ANTONIOMICHELE,297,297,0,True,False
ADELINA,296,0,296,False,True
LICIO,295,295,0,True,False
MARIAGIUSEPPA,295,7,288,False,True
NORMA,295,0,295,False,True
SECONDINO,295,295,0,True,False
MAX,295,295,0,True,False
ANTONIOPIETRO,294,294,0,True,False
GILDA,294,0,294,False,True
CARLOANTONIO,294,294,0,True,False
MARIADOMENICA,292,8,284,False,True
FRANZJOSEF,291,291,0,True,False
TRANQUILLO,291,291,0,True,False
GIOCONDO,290,290,0,True,False
MARIOLUIGI,290,290,0,True,False
YURI,289,289,0,True,False
ANTONIOANGELO,289,289,0,True,False
DORA,288,0,288,False,True
KLAUS,288,288,0,True,False
GIOVANNINA,287,4,283,False,True
FILOMENO,287,284,3,True,False
EDILIO,285,285,0,True,False
GIANMAURO,285,285,0,True,False
CARLUCCIO,284,284,0,True,False
GIUSEPPANTONIO,284,284,0,True,False
ELISABETH,283,0,283,False,True
ERRICO,283,283,0,True,False
LEDA,282,0,282,False,True
SPARTACO,281,281,0,True,False
EGLE,280,10,270,False,True
PAOLOANTONIO,278,278,0,True,False
NOEMI,277,0,277,False,True
IRENEO,276,276,0,True,False
ERIK,276,276,0,True,False
ARTEMIO,276,276,0,True,False
GERLANDO,276,276,0,True,False
ERNESTINA,275,0,275,False,True
MARIAGIULIA,274,0,274,False,True
CARLOGIUSEPPE,274,274,0,True,False
LUCILLA,274,7,267,False,True
ERSILIO,273,273,0,True,False
ADELCHI,273,273,0,True,False
GERVASIO,273,273,0,True,False
IPPOLITO,272,272,0,True,False
GIUSEPPECARLO,272,272,0,True,False
MIMMO,272,272,0,True,False
TOBIA,271,271,0,True,False
GIANMICHELE,271,271,0,True,False
ISAIA,270,270,0,True,False
HELGA,270,0,270,False,True
CIRILLO,269,269,0,True,False
MAGGIORINO,268,268,0,True,False
MODESTINO,268,268,0,True,False
MARICA,267,0,267,False,True
ANGELOMICHELE,267,267,0,True,False
GIUSEPPEANGELO,267,267,0,True,False
CLETO,266,266,0,True,False
ELPIDIO,266,266,0,True,False
VILMO,266,266,0,True,False
WOLFGANG,265,265,0,True,False
GIANNANTONIO,264,264,0,True,False
ELIDE,263,5,258,False,True
IMERIO,263,263,0,True,False
FRANCESCOGIOVANNI,263,263,0,True,False
PIERGIANNI,263,263,0,True,False
ERIO,263,263,0,True,False
CARLOMARIA,263,255,8,True,False
PALMERINO,263,263,0,True,False
CASIMIRO,262,262,0,True,False
BIANCAMARIA,261,0,261,False,True
GENESIO,261,261,0,True,False
GIANNINA,261,5,256,False,True
IVONNE,260,9,251,False,True
SAMANTA,260,5,255,False,True
SALVATOREGIUSEPPE,259,259,0,True,False
CARMINEANTONIO,259,259,0,True,False
ROBERTOGIUSEPPE,259,259,0,True,False
AURELIA,258,0,258,False,True
MICHELEARCANGELO,258,258,0,True,False
MARIAELISA,258,3,255,False,True
MARCOGIUSEPPE,258,258,0,True,False
ERMETE,258,258,0,True,False
GIANNICOLA,257,257,0,True,False
MARIOGIOVANNI,256,256,0,True,False
VITTORINA,255,5,250,False,True
EVELINA,255,5,250,False,True
MORIS,255,255,0,True,False
CLOTILDE,255,5,250,False,True
NEDO,255,255,0,True,False
ERNESTA,254,0,254,False,True
GIADA,254,7,247,False,True
NERINA,253,5,248,False,True
MARIOFRANCESCO,252,252,0,True,False
LUIGIGIOVANNI,252,252,0,True,False
FIRMINO,252,252,0,True,False
PAOLOMARIA,252,247,5,True,False
BRUNELLO,252,252,0,True,False
ALBINA,251,3,248,False,True
EDUARD,250,250,0,True,False
GELINDO,250,250,0,True,False
PIERALDO,250,250,0,True,False
CONCETTINA,250,0,250,False,True
SEBASTIANA,249,4,245,False,True
ROSAANNA,248,0,248,False,True
SESTO,245,245,0,True,False
DONATELLO,245,245,0,True,False
POMPILIO,244,244,0,True,False
MICHELEANGELO,244,244,0,True,False
ARMIN,243,243,0,True,False
LILIA,243,0,243,False,True
MANOLA,243,5,238,False,True
ANGELOFRANCESCO,243,243,0,True,False
PIERLUCA,242,242,0,True,False
EFREM,242,242,0,True,False
GIULIETTA,241,5,236,False,True
UBERTO,241,241,0,True,False
PIEROANTONIO,241,241,0,True,False
PIEROANGELO,238,238,0,True,False
SAVINA,238,0,238,False,True
ATHOS,237,237,0,True,False
ROCCOGIUSEPPE,236,236,0,True,False
PIERANDREA,236,236,0,True,False
MARIKA,236,0,236,False,True
PIERALBERTO,235,235,0,True,False
VITA,235,0,235,False,True
FRANCOANTONIO,233,233,0,True,False
BERARDO,232,232,0,True,False
EDDI,232,217,15,True,False
ROBERTOANTONIO,232,232,0,True,False
ALBIN,231,231,0,True,False
MARISTELLA,230,0,230,False,True
TONIO,229,229,0,True,False
LORENO,229,229,0,True,False
ANTONIOVINCENZO,229,229,0,True,False
ANGELOMARIO,229,229,0,True,False
ANNAPAOLA,228,0,228,False,True
PIETROMARIO,228,228,0,True,False
OSKAR,228,228,0,True,False
GRAZIANA,227,0,227,False,True
FRANCOGIUSEPPE,227,227,0,True,False
CHRISTINE,226,0,226,False,True
DEVIS,226,224,2,True,False
LUIGIMARIA,224,217,7,True,False
PIETROFRANCESCO,224,224,0,True,False
AMADIO,224,224,0,True,False
CIRINO,223,223,0,True,False
LEONIDA,223,213,10,True,False
VITONICOLA,222,222,0,True,False
PIERSANDRO,222,222,0,True,False
LUIS,221,221,0,True,False
PINUCCIA,221,0,221,False,True
IVALDO,221,221,0,True,False
JEAN,220,220,0,True,False
HANSJORG,220,220,0,True,False
EVANDRO,220,220,0,True,False
GIANGIACOMO,220,220,0,True,False
REGINA,219,0,219,False,True
ANGIOLINA,219,0,219,False,True
PIETROGIORGIO,219,219,0,True,False
CLEMENTINO,219,219,0,True,False
BRUNOANTONIO,219,219,0,True,False
EUSTACHIO,219,219,0,True,False
PIETRINA,218,0,218,False,True
FIORINDO,218,218,0,True,False
IOLE,217,0,217,False,True
SALVATORANGELO,217,217,0,True,False
GIANLORENZO,217,217,0,True,False
MARIODOMENICO,217,217,0,True,False
GELSOMINO,216,216,0,True,False
EMANUEL,216,216,0,True,False
FRANCESCOSALVATORE,215,215,0,True,False
GALLIANO,215,215,0,True,False
PIEROPAOLO,214,214,0,True,False
MANFREDI,214,214,0,True,False
ANGIOLA,214,2,212,False,True
ANGELOGIOVANNI,213,213,0,True,False
ZEFFERINO,212,212,0,True,False
GIUSEPPENICOLA,212,212,0,True,False
AURELIANO,212,212,0,True,False
ARSENIO,212,212,0,True,False
MERI,212,5,207,False,True
WALTRAUD,211,0,211,False,True
GIUSEPPEPAOLO,210,210,0,True,False
PALMERIO,209,209,0,True,False
ENRICOMARIA,209,206,3,True,False
PIEROGIUSEPPE,209,209,0,True,False
ALEANDRO,207,207,0,True,False
GABRIELA,206,0,206,False,True
FELICIA,206,5,201,False,True
LUCREZIA,206,0,206,False,True
STEFANINO,205,205,0,True,False
MARCOMARIA,205,195,10,True,False
IRIS,205,5,200,False,True
BALDASSARRE,205,205,0,True,False
STELVIO,205,205,0,True,False
FORTUNATA,205,0,205,False,True
AGOSTINA,204,0,204,False,True
CARLOGIOVANNI,204,204,0,True,False
CESARIO,204,204,0,True,False
LEA,204,4,200,False,True
GIANGUIDO,204,204,0,True,False
ESPEDITO,203,203,0,True,False
LETTERIO,203,203,0,True,False
PASQUALEANTONIO,203,203,0,True,False
AQUILINO,203,203,0,True,False
LANDO,203,203,0,True,False
MARIAFRANCA,203,0,203,False,True
OLIMPIO,203,203,0,True,False
GIAMMARIO,203,203,0,True,False
LORETA,203,3,200,False,True
PAOLINA,203,0,203,False,True
MIRO,203,203,0,True,False
ONELIO,203,203,0,True,False
GABRIO,202,202,0,True,False
ONORINO,201,201,0,True,False
ROSALINDA,201,0,201,False,True
QUIRICO,201,201,0,True,False
NICOLANGELO,200,200,0,True,False
RANIERI,200,200,0,True,False
NUNZIANTE,200,200,0,True,False
GANDOLFO,200,197,3,True,False
TERZO,199,199,0,True,False
AVIO,199,199,0,True,False
GIGLIO,199,199,0,True,False
CONSUELO,198,17,181,False,True
ZACCARIA,198,198,0,True,False
GIUSEPPEPIETRO,197,197,0,True,False
ELVEZIO,197,197,0,True,False
ELMO,197,197,0,True,False
ATTILIA,197,0,197,False,True
LOREDANO,196,196,0,True,False
LUIGIPIETRO,196,196,0,True,False
CAROLA,196,0,196,False,True
SESTILIO,195,195,0,True,False
EGON,194,194,0,True,False
PALMIRA,193,5,188,False,True
SAVIO,193,193,0,True,False
VELIA,193,0,193,False,True
PIETROMARIA,193,193,0,True,False
DALMAZIO,193,193,0,True,False
ANGELOLUIGI,192,192,0,True,False
FRANCESCHINO,192,192,0,True,False
HARALD,192,192,0,True,False
GHERARDO,191,191,0,True,False
MARIAAUSILIA,191,0,191,False,True
MANSUETO,190,190,0,True,False
ORSOLA,190,0,190,False,True
DONATOANTONIO,190,190,0,True,False
NUNZIATA,190,0,190,False,True
MARIAELISABETTA,190,0,190,False,True
GIANCLAUDIO,190,190,0,True,False
PALMA,189,0,189,False,True
AMBRA,188,0,188,False,True
FRANCAMARIA,188,1,187,False,True
GIOVANNISTEFANO,188,188,0,True,False
RAOUL,188,188,0,True,False
FELICEANTONIO,188,188,0,True,False
NADIO,187,187,0,True,False
EDITH,187,0,187,False,True
HARTMANN,186,186,0,True,False
CARLOLUIGI,185,185,0,True,False
ROBERTOANGELO,185,185,0,True,False
JOHANNA,184,0,184,False,True
MARIAANTONELLA,184,0,184,False,True
CARMELINO,184,184,0,True,False
PAOLOFRANCESCO,183,183,0,True,False
LORENZINO,183,183,0,True,False
MARIACLARA,183,5,178,False,True
IDO,183,183,0,True,False
ERSILIA,183,0,183,False,True
GIONATA,183,183,0,True,False
MARIACECILIA,182,0,182,False,True
MIRNA,182,0,182,False,True
MEINHARD,181,181,0,True,False
MATTHIAS,181,181,0,True,False
REINHOLD,180,180,0,True,False
MARCOGIOVANNI,180,180,0,True,False
JAKOB,180,180,0,True,False
PIERGIULIO,180,180,0,True,False
PIEROCARLO,179,179,0,True,False
MARIOCARLO,179,179,0,True,False
FRIEDRICH,179,179,0,True,False
CATELLO,179,179,0,True,False
VERENA,178,0,178,False,True
CARLOTTA,178,0,178,False,True
ADELAIDE,178,0,178,False,True
GIORGIOMARIO,178,178,0,True,False
MARIOSALVATORE,177,177,0,True,False
PIERLORENZO,177,177,0,True,False
DENNIS,176,176,0,True,False
EBE,175,0,175,False,True
CARMELOGIUSEPPE,175,175,0,True,False
CANDIDA,175,0,175,False,True
MELISSA,175,0,175,False,True
GIACINTA,174,0,174,False,True
CONCEZIO,174,174,0,True,False
MILO,174,174,0,True,False
GABRIELLO,174,174,0,True,False
VENANZO,174,174,0,True,False
DOLORES,174,0,174,False,True
GIOVANNIBAT,173,168,5,True,False
PAOLAMARIA,173,0,173,False,True
ALCEO,173,173,0,True,False
CARLAMARIA,173,0,173,False,True
EMIDDIO,172,172,0,True,False
ROCCODOMENICO,172,172,0,True,False
GIOVANNIMICHELE,172,172,0,True,False
ARCHIMEDE,171,171,0,True,False
ISACCO,171,171,0,True,False
HORST,171,171,0,True,False
MARCANTONIO,170,169,1,True,False
LISETTA,170,0,170,False,True
GAETANA,170,0,170,False,True
LORENZ,169,169,0,True,False
NICOLAMARIA,169,159,10,True,False
BATTISTINO,168,168,0,True,False
NERINO,168,168,0,True,False
CRISTOFARO,168,168,0,True,False
ANNATERESA,168,0,168,False,True
ANGELOPIETRO,168,168,0,True,False
EDMUND,167,167,0,True,False
COLOMBO,167,167,0,True,False
INGRID,167,10,157,False,True
GIOVANNIPIERO,167,167,0,True,False
NIKOLAUS,167,167,0,True,False
ANDREAGIUSEPPE,166,166,0,True,False
NICCOLO',166,166,0,True,False
AFRO,166,166,0,True,False
COSETTA,166,0,166,False,True
EURO,166,166,0,True,False
PETRA,165,0,165,False,True
ENRICHETTA,164,0,164,False,True
NAPOLEONE,164,164,0,True,False
ARGENTINO,164,164,0,True,False
MARIAADELE,164,0,164,False,True
MICHEL,163,163,0,True,False
AMODIO,163,163,0,True,False
ROMAN,163,163,0,True,False
FERDINAND,163,163,0,True,False
ANTONIORAFFAELE,163,163,0,True,False
ROCCOLUIGI,162,162,0,True,False
VALDO,162,162,0,True,False
CALOGERA,162,3,159,False,True
FOSCO,162,162,0,True,False
MELANIA,162,0,162,False,True
LAURAMARIA,162,0,162,False,True
GIULIETTO,161,161,0,True,False
SANZIO,161,161,0,True,False
GIANFAUSTO,161,161,0,True,False
FELICITA,161,0,161,False,True
VALENTIN,161,158,3,True,False
MIRTA,160,0,160,False,True
HUGO,160,160,0,True,False
ANTONIOROCCO,160,160,0,True,False
LILIANO,160,160,0,True,False
ALFONS,160,160,0,True,False
EMO,160,160,0,True,False
ROCCOSALVATORE,160,160,0,True,False
MARIAMARGHERITA,160,0,160,False,True
MIRCA,159,0,159,False,True
GENTILE,159,149,10,True,False
PAOLOLUIGI,159,159,0,True,False
FRANCOLUIGI,159,159,0,True,False
GIANGIUSEPPE,159,159,0,True,False
MARIOROCCO,159,159,0,True,False
ANTONINOGIUSEPPE,159,155,4,True,False
MARIANTONIETTA,159,0,159,False,True
DOMENICOGIUSEPPE,158,158,0,True,False
OLIVIO,158,158,0,True,False
LUIGIFRANCESCO,158,158,0,True,False
ULRICH,158,158,0,True,False
AIDA,158,0,158,False,True
ENORE,158,158,0,True,False
PIERMARCO,158,158,0,True,False
GUGLIELMINA,158,0,158,False,True
GONARIO,157,157,0,True,False
MARIAIMMACOLATA,157,0,157,False,True
GRETA,157,0,157,False,True
LUIGICARLO,157,157,0,True,False
SALVATORICA,156,0,156,False,True
OTTAVIA,156,0,156,False,True
SOSSIO,156,156,0,True,False
LUIGISALVATORE,156,156,0,True,False
RAMONA,156,0,156,False,True
TOMMASINO,156,156,0,True,False
VIVIANO,155,155,0,True,False
ANGELODOMENICO,155,155,0,True,False
ALIDO,154,154,0,True,False
MIRIA,154,0,154,False,True
SIMEONE,153,153,0,True,False
SISINNIO,153,153,0,True,False
SALVATOREFRANCESCO,153,153,0,True,False
GIAN,153,0,153,False,True
GIOVANNISALVATORE,153,153,0,True,False
GRAZIAMARIA,153,0,153,False,True
LEONARDOANTONIO,153,153,0,True,False
MARSILIO,153,153,0,True,False
COSIMA,153,0,153,False,True
AURO,153,153,0,True,False
SERGIOANTONIO,152,152,0,True,False
ITALIA,152,0,152,False,True
GIANVITO,152,152,0,True,False
HANSPETER,152,152,0,True,False
ANNALUCIA,151,0,151,False,True
ELIA,151,151,0,True,False
UMILE,151,151,0,True,False
IACOPO,151,151,0,True,False
ILVO,151,151,0,True,False
ERINO,151,151,0,True,False
ISA,151,3,148,False,True
MARIABEATRICE,150,0,150,False,True
ANNITA,150,10,140,False,True
MANRICO,150,150,0,True,False
MAUROANTONIO,150,150,0,True,False
FRANCESCAMARIA,150,0,150,False,True
ANNUNZIO,150,150,0,True,False
ALEARDO,150,150,0,True,False
RIZIERO,149,149,0,True,False
TEODOSIO,149,149,0,True,False
GIOVANNILORENZO,149,149,0,True,False
BRUNETTO,149,149,0,True,False
DOMENICOGIOVANNI,149,149,0,True,False
MARIANGELO,149,149,0,True,False
MICHELEGIUSEPPE,149,149,0,True,False
SERGIOMARIO,149,149,0,True,False
GIANSTEFANO,148,148,0,True,False
PIERUGO,148,148,0,True,False
VEZIO,148,148,0,True,False
ADDOLORATA,148,0,148,False,True
TONY,148,148,0,True,False
FRANCESCODOMENICO,148,148,0,True,False
ELVIRO,148,148,0,True,False
COSTANTINA,147,0,147,False,True
ADALGISA,147,0,147,False,True
GIAMMARIA,147,142,5,True,False
ALADINO,147,147,0,True,False
GINETTO,147,147,0,True,False
ELVINO,147,147,0,True,False
ERMELINDA,146,0,146,False,True
BRIGIDA,146,0,146,False,True
VELIO,146,146,0,True,False
PAOLOGIOVANNI,146,146,0,True,False
ALFONSINO,146,146,0,True,False
LINDO,146,146,0,True,False
ARMANDA,145,0,145,False,True
GIUSTINA,145,0,145,False,True
JOSEPH,145,145,0,True,False
SERENO,145,145,0,True,False
LEONZIO,144,144,0,True,False
PAOLOPIETRO,144,144,0,True,False
GIANNETTO,144,144,0,True,False
ELENAMARIA,144,5,139,False,True
GILIOLA,144,0,144,False,True
AROLDO,143,143,0,True,False
NICLA,143,0,143,False,True
STEFANOANTONIO,143,140,3,True,False
TINA,143,0,143,False,True
PIETRODOMENICO,143,143,0,True,False
MARIAGRAZIELLA,143,0,143,False,True
ENZIO,143,143,0,True,False
SILVA,143,0,143,False,True
RUBEN,143,143,0,True,False
ENRICOMARIO,143,143,0,True,False
MARILISA,142,0,142,False,True
ARMIDO,142,142,0,True,False
PANFILO,142,142,0,True,False
ANGELOSALVATORE,142,142,0,True,False
LUIGIANGELO,142,142,0,True,False
MARIOPIETRO,142,142,0,True,False
VINCENZOMARIO,141,141,0,True,False
DECIO,141,141,0,True,False
IMELDA,141,0,141,False,True
TANCREDI,141,141,0,True,False
QUINTILIO,141,141,0,True,False
MAFFEO,141,141,0,True,False
ELEUTERIO,140,140,0,True,False
MILA,140,5,135,False,True
DOMENICOFRANCESCO,140,140,0,True,False
BRIGITTE,139,0,139,False,True
NATASCIA,139,2,137,False,True
CARLOFRANCESCO,139,139,0,True,False
OLINTO,139,139,0,True,False
EWALD,139,139,0,True,False
MARIABONARIA,139,0,139,False,True
TERESAMARIA,139,0,139,False,True
CATENO,138,138,0,True,False
ANTONIOPASQUALE,138,138,0,True,False
FIDENZIO,138,138,0,True,False
TONI,137,137,0,True,False
ILDO,137,137,0,True,False
ADONE,137,137,0,True,False
LUDWIG,137,137,0,True,False
NELSO,136,136,0,True,False
FELICINO,136,136,0,True,False
HANNES,136,136,0,True,False
GIOVANNILUCA,136,136,0,True,False
ALFONSINA,136,0,136,False,True
TAMMARO,136,136,0,True,False
SALVO,136,136,0,True,False
PIEROMARIO,136,136,0,True,False
LORIANA,136,9,127,False,True
GIANFELICE,136,136,0,True,False
GIANMATTEO,135,135,0,True,False
ERMELINDO,135,135,0,True,False
GIUSEPPEROSARIO,135,135,0,True,False
GRAZIO,135,135,0,True,False
VITTORIOANGELO,135,135,0,True,False
GIORDANA,135,0,135,False,True
CHRISTOF,135,135,0,True,False
PRIMIANO,135,135,0,True,False
MIRTO,135,135,0,True,False
HELENE,135,0,135,False,True
KATIUSCIA,134,5,129,False,True
DEMIS,134,134,0,True,False
PIEROANDREA,134,134,0,True,False
ONORINA,134,0,134,False,True
MARIAPINA,134,0,134,False,True
GERHARD,134,134,0,True,False
G,133,133,0,True,False
IRIO,133,133,0,True,False
TECLA,133,0,133,False,True
LIO,133,133,0,True,False
SALVATOREVINCENZO,133,133,0,True,False
ARTHUR,133,133,0,True,False
GESSICA,133,8,125,False,True
MARIOLINA,133,10,123,False,True
LIVIANO,132,132,0,True,False
LUIGIPAOLO,132,132,0,True,False
GERARDINO,132,132,0,True,False
ERIC,132,132,0,True,False
DANIO,132,132,0,True,False
MAFALDA,132,0,132,False,True
GIANEMILIO,132,132,0,True,False
GIACOBBE,131,131,0,True,False
DUCCIO,131,131,0,True,False
SPIRITO,131,131,0,True,False
STEFANOMARIA,131,131,0,True,False
SARAH,131,0,131,False,True
BIASE,131,131,0,True,False
CLAUDINO,131,131,0,True,False
VINCENZOGIUSEPPE,131,131,0,True,False
